  ID    epoch(MJD)       a(AU)            e             i(deg)         LAN(deg)      argperi(deg)       M(deg)
13311   64328        3.146000e+00    1.747000e-01    1.084000e+01    3.529500e+02    1.704000e+01    1.169435e+02
13312   64328        3.155000e+00    1.094000e-01    1.732000e+01    2.483200e+02    2.943000e+02    1.658637e+02
13313   64328        2.741000e+00    9.360000e-02    4.310000e+00    6.180000e+00    2.732000e+02    4.017789e+01
13314   64328        3.114000e+00    2.036000e-01    5.980000e+00    3.592200e+02    3.428000e+01    1.304231e+02
13315   64328        3.054000e+00    9.700000e-02    8.880000e+00    1.486600e+02    5.646000e+01    1.713838e+02
13316   64328        3.167000e+00    1.734000e-01    1.855000e+01    1.076200e+02    1.734100e+02    1.402318e+02
13317   64328        3.140000e+00    4.020000e-02    1.004000e+01    3.254000e+02    2.832200e+02    3.783692e+01
13318   64328        3.024000e+00    6.060000e-02    1.365000e+01    1.835400e+02    2.682000e+01    2.424780e+02
13319   64328        2.670000e+00    1.589000e-01    1.308000e+01    1.836400e+02    2.342500e+02    3.142145e+02
13320   64328        2.875000e+00    1.811000e-01    3.800000e+00    7.458000e+01    2.105100e+02    2.263602e+02
13321   64328        2.630000e+00    3.149000e-01    4.210000e+00    3.132600e+02    7.545000e+01    9.864974e+01
13322   64328        3.117000e+00    1.670000e-01    1.732000e+01    3.453200e+02    2.911600e+02    2.245209e+02
13323   64328        3.126000e+00    2.487000e-01    6.290000e+00    1.036000e+01    8.048000e+01    1.886212e+02
13324   64328        2.650000e+00    1.234000e-01    5.250000e+00    2.113000e+01    1.133400e+02    2.323665e+01
13325   64328        2.928000e+00    6.980000e-02    2.510000e+00    1.582400e+02    1.460500e+02    1.665601e+01
13326   64328        2.737000e+00    9.200000e-02    3.130000e+00    2.304800e+02    9.339000e+01    1.867346e+02
13327   64328        2.939000e+00    1.471000e-01    1.430000e+01    3.356600e+02    5.393000e+01    2.245599e+02
13328   64328        2.642000e+00    1.929000e-01    1.386000e+01    4.127000e+01    3.388600e+02    3.276490e+02
13329   64328        2.533000e+00    1.059000e-01    1.162000e+01    3.248200e+02    2.463000e+01    2.170571e+01
13330   64328        3.141000e+00    8.040000e-02    9.050000e+00    1.472200e+02    3.533800e+02    2.703392e+01
13331   64328        1.797000e+00    8.380000e-02    2.230000e+01    1.901200e+02    1.400900e+02    5.868865e+01
13332   64328        3.123000e+00    1.516000e-01    6.890000e+00    1.110700e+02    3.595600e+02    2.338250e+02
13333   64328        3.077000e+00    1.702000e-01    1.250000e+01    6.511000e+01    2.549400e+02    1.996858e+02
13334   64328        2.392000e+00    2.341000e-01    4.350000e+00    2.201400e+02    7.587000e+01    1.083172e+02
13335   64328        3.215000e+00    1.436000e-01    4.400000e+00    2.342700e+02    1.762100e+02    4.469479e+01
13336   64328        3.133000e+00    1.169000e-01    2.014000e+01    9.813000e+01    2.062800e+02    1.608465e+02
13337   64328        2.984000e+00    8.400000e-02    1.150000e+01    1.299200e+02    3.087900e+02    3.318894e+02
13338   64328        2.393000e+00    7.190000e-02    2.278000e+01    3.441600e+02    3.508300e+02    2.424211e+02
13339   64328        3.029000e+00    1.548000e-01    1.044000e+01    4.396000e+01    2.751500e+02    2.295575e+02
13340   64328        2.551000e+00    2.854000e-01    7.370000e+00    5.294000e+01    3.219600e+02    1.313095e+02
13341   64328        2.985000e+00    1.421000e-01    1.343000e+01    1.499500e+02    2.996800e+02    2.707144e+02
13342   64328        2.704000e+00    4.860000e-02    5.150000e+00    6.430000e+00    3.177200e+02    1.802120e+02
13343   64328        3.186000e+00    1.504000e-01    1.633000e+01    9.875000e+01    3.366300e+02    1.440390e+02
13344   64328        2.559000e+00    2.051000e-01    1.312000e+01    2.332400e+02    3.497000e+02    6.937720e+01
13345   64328        1.880000e+00    1.369000e-01    2.377000e+01    1.450200e+02    2.931500e+02    3.122155e+02
13346   64328        2.594000e+00    2.024000e-01    1.279000e+01    3.159000e+02    5.764000e+01    5.961728e+01
13347   64328        2.400000e+00    2.508000e-01    4.110000e+00    2.294200e+02    1.449300e+02    2.720057e+01
13348   64328        2.421000e+00    4.890000e-02    3.740000e+00    1.878100e+02    1.015600e+02    2.400771e+02
13349   64328        2.357000e+00    2.393000e-01    6.520000e+00    1.504200e+02    2.518700e+02    1.187368e+02
13350   64328        3.125000e+00    5.180000e-02    1.158000e+01    7.580000e+01    9.906000e+01    2.977588e+02
13351   64328        2.834000e+00    1.187000e-01    1.288000e+01    3.103000e+02    7.710000e+01    1.658488e+02
13352   64328        2.214000e+00    1.848000e-01    2.150000e+00    1.098000e+02    1.705300e+02    2.150929e+02
13353   64328        2.641000e+00    1.365000e-01    1.207000e+01    7.600000e+00    1.443000e+02    2.289093e+02
13354   64328        2.795000e+00    3.880000e-02    1.500000e+00    1.123100e+02    3.257600e+02    1.622157e+02
13355   64328        2.307000e+00    9.370000e-02    6.130000e+00    2.048700e+02    2.053800e+02    1.071677e+02
13356   64328        3.102000e+00    6.690000e-02    5.580000e+00    8.737000e+01    2.793400e+02    5.148032e+01
13357   64328        3.134000e+00    2.000000e-02    1.007000e+01    2.199500e+02    9.495000e+01    4.058137e+01
13358   64328        3.002000e+00    1.070000e-01    3.250000e+00    7.975000e+01    2.489000e+02    7.239417e+01
13359   64328        3.117000e+00    5.600000e-02    1.445000e+01    2.096700e+02    9.299000e+01    1.256609e+02
13360   64328        3.179000e+00    1.388000e-01    2.743000e+01    9.628000e+01    3.122600e+02    8.259245e+01
13361   64328        1.899000e+00    6.280000e-02    2.251000e+01    8.801000e+01    2.136700e+02    3.366274e+02
13362   64328        2.688000e+00    1.221000e-01    1.401000e+01    1.325900e+02    1.125000e+01    3.586669e+02
13363   64328        2.526000e+00    1.465000e-01    9.050000e+00    5.575000e+01    2.578600e+02    2.683105e+02
13364   64328        3.089000e+00    8.110000e-02    9.430000e+00    1.404000e+01    5.166000e+01    2.354724e+02
13365   64328        2.551000e+00    1.157000e-01    4.440000e+00    1.798300e+02    2.015000e+01    3.284495e+02
13366   64328        2.543000e+00    1.973000e-01    7.340000e+00    1.106000e+01    3.360700e+02    3.497423e+02
13367   64328        3.194000e+00    2.652000e-01    2.396000e+01    3.119500e+02    2.760900e+02    6.639243e+01
13368   64328        2.627000e+00    2.507000e-01    7.870000e+00    2.231500e+02    1.250200e+02    1.129263e+01
13369   64328        2.687000e+00    7.540000e-02    4.240000e+00    9.601000e+01    3.140600e+02    3.455822e+02
13370   64328        2.571000e+00    2.120000e-01    1.279000e+01    3.461800e+02    1.516300e+02    2.018535e+02
13371   64328        3.031000e+00    8.590000e-02    1.042000e+01    1.671300e+02    2.128100e+02    2.539710e+00
13372   64328        3.133000e+00    1.046000e-01    4.230000e+00    3.052800e+02    3.107900e+02    1.719065e+02
13373   64328        3.035000e+00    1.740000e-01    1.619000e+01    1.341300e+02    2.679200e+02    2.997083e+02
13374   64328        2.557000e+00    1.630000e-01    1.441000e+01    1.327400e+02    2.362400e+02    8.187653e+01
13375   64328        2.975000e+00    2.870000e-02    9.950000e+00    1.450000e+00    9.231000e+01    7.817116e+01
13376   64328        2.555000e+00    1.361000e-01    1.261000e+01    9.985000e+01    1.577900e+02    2.787784e+02
13377   64328        2.926000e+00    3.070000e-02    5.900000e+00    4.883000e+01    1.293000e+01    2.727094e+02
13378   64328        3.203000e+00    2.263000e-01    2.600000e+01    1.467200e+02    2.784400e+02    1.807795e+02
13379   64328        2.589000e+00    1.441000e-01    1.560000e+01    8.054000e+01    1.833600e+02    6.533235e+00
13380   64328        2.920000e+00    6.790000e-02    3.400000e+00    5.287000e+01    2.787500e+02    3.587091e+02
13381   64328        2.414000e+00    1.326000e-01    7.420000e+00    1.056100e+02    1.618500e+02    7.711391e+01
13382   64328        3.168000e+00    7.200000e-02    9.920000e+00    4.183000e+01    2.783200e+02    2.856269e+02
13383   64328        3.250000e+00    4.460000e-02    6.580000e+00    8.150000e+00    3.324800e+02    2.942926e+02
13384   64328        2.310000e+00    1.359000e-01    7.220000e+00    4.769000e+01    1.252200e+02    3.229475e+02
13385   64328        3.114000e+00    2.139000e-01    2.523000e+01    3.074800e+02    3.068400e+02    1.642331e+02
13386   64328        2.242000e+00    9.170000e-02    3.950000e+00    1.390000e+01    1.734900e+02    2.223543e+02
13387   64328        2.578000e+00    1.321000e-01    7.990000e+00    2.890800e+02    1.566200e+02    3.552722e+01
13388   64328        1.866000e+00    1.720000e-02    2.209000e+01    2.002600e+02    3.266200e+02    1.359962e+02
13389   64328        2.867000e+00    2.610000e-02    4.760000e+00    3.512600e+02    1.971500e+02    1.226348e+02
13390   64328        2.755000e+00    1.102000e-01    1.340000e+01    4.607000e+01    2.270300e+02    2.112812e+02
13391   64328        2.701000e+00    6.960000e-02    8.630000e+00    3.165200e+02    3.050000e+02    3.689466e+01
13392   64328        2.338000e+00    2.609000e-01    5.620000e+00    3.334600e+02    3.571800e+02    1.374412e+02
13393   64328        2.370000e+00    6.040000e-02    1.196000e+01    2.021000e+02    2.285800e+02    6.327325e+01
13394   64328        3.047000e+00    1.102000e-01    7.000000e-02    3.027000e+01    1.265800e+02    1.553370e+02
13395   64328        2.869000e+00    1.631000e-01    1.782000e+01    4.964000e+01    3.000500e+02    1.663036e+02
13396   64328        3.033000e+00    1.415000e-01    3.840000e+00    2.529000e+02    1.468300e+02    2.691933e+02
13397   64328        3.165000e+00    2.350000e-01    2.332000e+01    2.930100e+02    2.798600e+02    7.874243e+01
13398   64328        2.598000e+00    1.097000e-01    1.380000e+01    1.302500e+02    2.752000e+01    6.406124e+01
13399   64328        2.625000e+00    1.275000e-01    1.153000e+01    2.909100e+02    1.658000e+01    1.449907e+02
13400   64328        2.661000e+00    1.362000e-01    1.519000e+01    1.703200e+02    2.246500e+02    3.162851e+01
13401   64328        3.132000e+00    6.280000e-02    1.006000e+01    1.661000e+02    2.490100e+02    8.909197e+01
13402   64328        2.993000e+00    8.500000e-03    8.340000e+00    5.053000e+01    2.218200e+02    1.664672e+02
13403   64328        2.700000e+00    2.584000e-01    6.990000e+00    2.894000e+01    1.019000e+01    1.775032e+02
13404   64328        3.189000e+00    2.600000e-02    1.119000e+01    1.510800e+02    3.174300e+02    1.397919e+02
13405   64328        2.559000e+00    1.977000e-01    5.690000e+00    3.472000e+01    4.244000e+01    1.161372e+02
13406   64328        3.111000e+00    1.604000e-01    3.840000e+00    2.656900e+02    7.760000e+01    5.001817e+01
13407   64328        3.124000e+00    8.120000e-02    1.424000e+01    2.848400e+02    2.087000e+01    4.601673e+01
13408   64328        2.580000e+00    1.225000e-01    2.150000e+00    3.459600e+02    2.837200e+02    1.561438e+02
13409   64328        3.058000e+00    7.400000e-02    1.064000e+01    4.986000e+01    1.407600e+02    2.275037e+02
13410   64328        2.423000e+00    1.298000e-01    7.710000e+00    4.060000e+01    3.475200e+02    9.785051e+01
13411   64328        3.191000e+00    1.531000e-01    5.120000e+00    1.465100e+02    2.537000e+02    5.879523e+01
13412   64328        3.133000e+00    1.584000e-01    1.100000e+01    1.507900e+02    1.049100e+02    1.338765e+02
13413   64328        3.033000e+00    1.667000e-01    8.840000e+00    3.559600e+02    7.776000e+01    2.965633e+02
13414   64328        2.668000e+00    1.174000e-01    1.403000e+01    1.308800e+02    5.449000e+01    3.577450e+02
13415   64328        3.175000e+00    2.052000e-01    2.110000e+00    7.521000e+01    4.766000e+01    2.164408e+02
13416   64328        2.679000e+00    6.680000e-02    3.700000e+00    5.250000e+00    7.542000e+01    9.633416e+01
13417   64328        3.001000e+00    8.080000e-02    6.630000e+00    1.434000e+02    2.300000e+00    3.348431e+02
13418   64328        2.689000e+00    1.355000e-01    1.686000e+01    2.385500e+02    3.139000e+02    6.372013e+00
13419   64328        2.806000e+00    6.060000e-02    3.040000e+00    2.485200e+02    2.974100e+02    2.569451e+02
13420   64328        3.207000e+00    1.358000e-01    1.239000e+01    1.952200e+02    2.389500e+02    1.589634e+02
13421   64328        3.093000e+00    7.770000e-02    1.028000e+01    3.385000e+01    1.902000e+01    1.247383e+02
13422   64328        2.441000e+00    1.873000e-01    3.620000e+00    6.796000e+01    3.141600e+02    2.482658e+01
13423   64328        2.777000e+00    9.800000e-03    1.120000e+00    6.262000e+01    9.797000e+01    6.068662e+01
13424   64328        2.717000e+00    1.743000e-01    1.117000e+01    2.558500e+02    1.569900e+02    2.437171e+02
13425   64328        2.764000e+00    8.960000e-02    3.450000e+00    2.959700e+02    1.676600e+02    3.292783e+02
13426   64328        3.211000e+00    4.230000e-02    1.930000e+00    3.288500e+02    2.973500e+02    7.215185e+01
13427   64328        3.167000e+00    6.260000e-02    4.440000e+00    1.004100e+02    1.417800e+02    7.354175e+01
13428   64328        3.129000e+00    1.573000e-01    1.641000e+01    2.284600e+02    3.265100e+02    1.867302e+02
13429   64328        2.850000e+00    5.970000e-02    1.092000e+01    3.425600e+02    3.223600e+02    2.471325e+02
13430   64328        2.645000e+00    1.180000e-01    2.970000e+00    3.481100e+02    3.254400e+02    2.387615e+02
13431   64328        3.034000e+00    1.151000e-01    1.640000e+00    2.131700e+02    4.394000e+01    1.893056e+02
13432   64328        1.870000e+00    4.000000e-02    1.925000e+01    4.200000e-01    1.952600e+02    1.071916e+02
13433   64328        3.109000e+00    1.263000e-01    1.922000e+01    1.409300e+02    1.357800e+02    1.076031e+02
13434   64328        3.095000e+00    4.550000e-02    1.226000e+01    9.628000e+01    3.050300e+02    3.523144e+00
13435   64328        3.066000e+00    2.780000e-02    1.207000e+01    6.600000e+01    3.522600e+02    3.113945e+01
13436   64328        3.138000e+00    2.772000e-01    1.588000e+01    3.002300e+02    1.083400e+02    2.034238e+02
13437   64328        2.788000e+00    2.509000e-01    9.550000e+00    3.301200e+02    1.192000e+01    1.402249e+02
13438   64328        3.170000e+00    2.367000e-01    2.507000e+01    3.301100e+02    2.675100e+02    1.852580e+02
13439   64328        2.304000e+00    1.456000e-01    3.860000e+00    3.000300e+02    8.587000e+01    1.600461e+02
13440   64328        2.212000e+00    2.171000e-01    3.840000e+00    2.246100e+02    5.034000e+01    4.220637e+00
13441   64328        3.125000e+00    9.000000e-02    1.670000e+01    4.909000e+01    2.338000e+01    2.528988e+02
13442   64328        3.247000e+00    8.280000e-02    9.510000e+00    9.686000e+01    2.879800e+02    3.633851e+01
13443   64328        2.645000e+00    1.948000e-01    1.057000e+01    3.209100e+02    5.975000e+01    6.707147e+01
13444   64328        1.897000e+00    2.450000e-02    2.346000e+01    8.683000e+01    2.172400e+02    1.396251e+02
13445   64328        3.162000e+00    2.322000e-01    1.287000e+01    3.086000e+02    2.244100e+02    1.488307e+02
13446   64328        2.478000e+00    2.259000e-01    1.087000e+01    2.399000e+01    6.700000e+00    2.347457e+02
13447   64328        2.373000e+00    1.657000e-01    2.290000e+00    1.146600e+02    3.542000e+02    2.841544e+02
13448   64328        3.155000e+00    1.488000e-01    1.329000e+01    1.832700e+02    1.008900e+02    2.804637e+02
13449   64328        2.463000e+00    5.190000e-02    9.300000e+00    6.446000e+01    2.836100e+02    3.102330e+02
13450   64328        3.118000e+00    1.371000e-01    1.749000e+01    1.868300e+02    1.711000e+01    1.943708e+02
13451   64328        3.053000e+00    3.090000e-02    9.970000e+00    3.106400e+02    8.980000e+01    3.239547e+02
13452   64328        3.157000e+00    1.039000e-01    2.184000e+01    1.813900e+02    1.316500e+02    1.724170e+02
13453   64328        2.611000e+00    2.129000e-01    1.317000e+01    3.686000e+01    9.564000e+01    2.796118e+02
13454   64328        3.054000e+00    1.012000e-01    1.016000e+01    1.792100e+02    2.691500e+02    2.718538e+02
13455   64328        3.197000e+00    1.294000e-01    4.220000e+00    2.097000e+02    3.436500e+02    6.813222e+01
13456   64328        2.427000e+00    1.877000e-01    7.090000e+00    2.302000e+01    2.438200e+02    2.144465e+02
13457   64328        3.177000e+00    1.302000e-01    2.710000e+01    8.128000e+01    4.800000e-01    5.100607e+01
13458   64328        1.832000e+00    7.630000e-02    2.331000e+01    5.805000e+01    2.407100e+02    6.501188e+01
13459   64328        2.292000e+00    2.348000e-01    2.347000e+01    2.267600e+02    1.204700e+02    1.370010e+02
13460   64328        2.649000e+00    5.760000e-02    1.223000e+01    2.790500e+02    2.593000e+01    1.026125e+02
13461   64328        3.133000e+00    2.645000e-01    1.685000e+01    2.124300e+02    2.039300e+02    1.191465e+02
13462   64328        3.152000e+00    2.017000e-01    9.420000e+00    2.904500e+02    2.484500e+02    1.723909e+02
13463   64328        2.569000e+00    1.785000e-01    1.543000e+01    6.361000e+01    2.056200e+02    3.399679e+02
13464   64328        2.695000e+00    1.988000e-01    7.990000e+00    1.568700e+02    1.380500e+02    2.225640e+02
13465   64328        3.075000e+00    1.281000e-01    9.610000e+00    3.312300e+02    1.175500e+02    2.942226e+02
13466   64328        2.770000e+00    8.070000e-02    4.560000e+00    2.124000e+01    3.218600e+02    2.734545e+02
13467   64328        2.812000e+00    2.870000e-02    2.510000e+00    2.045500e+02    1.625800e+02    2.996079e+02
13468   64328        2.729000e+00    1.007000e-01    7.180000e+00    3.371000e+01    5.935000e+01    6.918160e+01
13469   64328        2.611000e+00    2.406000e-01    1.532000e+01    2.703800e+02    2.365000e+01    2.711218e+02
13470   64328        2.985000e+00    1.286000e-01    1.404000e+01    1.380000e+02    1.640500e+02    2.429544e+02
13471   64328        3.077000e+00    2.119000e-01    6.500000e+00    3.467000e+02    1.424700e+02    1.828058e+02
13472   64328        3.535000e+00    1.870000e-02    1.034000e+01    1.615700e+02    1.394000e+01    2.852696e+02
13473   64328        3.123000e+00    1.673000e-01    1.452000e+01    1.963200e+02    2.421200e+02    2.003550e+02
13474   64328        2.778000e+00    1.815000e-01    7.360000e+00    1.138200e+02    1.988700e+02    4.079594e+01
13475   64328        3.108000e+00    7.070000e-02    7.500000e+00    2.959000e+02    2.389600e+02    2.724060e+02
13476   64328        2.593000e+00    1.306000e-01    8.500000e+00    3.149000e+02    2.774300e+02    2.140653e+02
13477   64328        2.414000e+00    1.282000e-01    7.310000e+00    2.245600e+02    9.316000e+01    4.970391e+01
13478   64328        2.680000e+00    2.007000e-01    1.412000e+01    2.348000e+01    3.242700e+02    2.238046e+02
13479   64328        2.808000e+00    9.260000e-02    7.550000e+00    1.147200e+02    3.562200e+02    2.730309e+02
13480   64328        3.152000e+00    2.254000e-01    1.131000e+01    1.565400e+02    1.828800e+02    1.270109e+02
13481   64328        1.919000e+00    7.370000e-02    2.151000e+01    2.075700e+02    1.484000e+02    3.372964e+02
13482   64328        3.047000e+00    8.190000e-02    9.770000e+00    3.323000e+01    3.480200e+02    3.361070e+02
13483   64328        3.167000e+00    7.230000e-02    8.480000e+00    2.343500e+02    6.416000e+01    1.946218e+02
13484   64328        3.228000e+00    1.534000e-01    9.640000e+00    3.093400e+02    1.215600e+02    1.237928e+02
13485   64328        3.163000e+00    1.769000e-01    2.730000e+01    3.030000e+00    2.208600e+02    1.085343e+02
13486   64328        2.727000e+00    1.156000e-01    4.290000e+00    2.005900e+02    1.314300e+02    1.358508e+02
13487   64328        2.757000e+00    9.720000e-02    3.480000e+00    2.047400e+02    1.393000e+02    3.085994e+02
13488   64328        2.698000e+00    1.470000e-01    1.100000e+01    1.821300e+02    3.156700e+02    8.257198e+01
13489   64328        3.093000e+00    1.543000e-01    8.660000e+00    2.590000e+01    3.174400e+02    1.496283e+02
13490   64328        2.578000e+00    1.279000e-01    3.560000e+00    2.180000e+02    6.759000e+01    3.010572e+02
13491   64328        2.753000e+00    5.920000e-02    5.310000e+00    6.754000e+01    2.367900e+02    2.238487e+01
13492   64328        3.042000e+00    1.295000e-01    1.574000e+01    1.339800e+02    2.616400e+02    3.226666e+02
13493   64328        3.174000e+00    9.680000e-02    1.221000e+01    1.571300e+02    2.391500e+02    2.010537e+02
13494   64328        2.598000e+00    2.253000e-01    4.990000e+00    3.521700e+02    2.867000e+02    1.131212e+02
13495   64328        2.531000e+00    1.475000e-01    1.051000e+01    9.570000e+01    3.151800e+02    1.713481e+02
13496   64328        2.800000e+00    2.013000e-01    7.820000e+00    2.135000e+01    6.892000e+01    1.123886e+02
13497   64328        2.896000e+00    1.728000e-01    1.217000e+01    9.047000e+01    2.717700e+02    1.661005e+02
13498   64328        2.200000e+00    1.850000e-01    2.020000e+00    2.406300e+02    6.593000e+01    2.042473e+01
13499   64328        2.989000e+00    9.510000e-02    1.092000e+01    2.801400e+02    1.748300e+02    3.284379e+02
13500   64328        2.374000e+00    1.055000e-01    6.580000e+00    1.459100e+02    1.308600e+02    2.414031e+02
13501   64328        1.882000e+00    1.569000e-01    2.453000e+01    8.706000e+01    2.987100e+02    2.535365e+02
13502   64328        2.641000e+00    2.141000e-01    7.800000e-01    2.484300e+02    7.473000e+01    1.069893e+02
13503   64328        2.796000e+00    1.251000e-01    4.560000e+00    2.964000e+01    1.589000e+01    1.943033e+02
13504   64328        2.730000e+00    6.780000e-02    5.800000e+00    1.124700e+02    2.599700e+02    6.867733e+00
13505   64328        2.813000e+00    8.640000e-02    1.818000e+01    9.256000e+01    6.193000e+01    2.066432e+02
13506   64328        2.816000e+00    5.000000e-02    9.490000e+00    2.734200e+02    7.985000e+01    4.183204e+01
13507   64328        2.752000e+00    1.313000e-01    8.680000e+00    3.094700e+02    4.859000e+01    2.071175e+02
13508   64328        2.566000e+00    1.936000e-01    1.152000e+01    1.016600e+02    1.501900e+02    2.953092e+02
13509   64328        3.152000e+00    1.592000e-01    1.910000e+00    7.752000e+01    1.344100e+02    9.838089e+01
13510   64328        2.724000e+00    3.470000e-02    5.680000e+00    1.762500e+02    1.667200e+02    3.800843e+01
13511   64328        3.126000e+00    8.740000e-02    2.010000e+01    4.520000e+01    1.499200e+02    2.574812e+02
13512   64328        2.811000e+00    4.780000e-02    3.310000e+00    6.452000e+01    3.195000e+02    1.282629e+02
13513   64328        2.967000e+00    9.990000e-02    1.040000e+01    1.876900e+02    1.180900e+02    2.150811e+02
13514   64328        3.173000e+00    1.580000e-01    4.770000e+00    8.554000e+01    2.778100e+02    3.085368e+02
13515   64328        2.935000e+00    4.620000e-02    4.490000e+00    6.738000e+01    1.481800e+02    6.451125e+01
13516   64328        1.971000e+00    8.060000e-02    2.227000e+01    1.631700e+02    2.391200e+02    3.237015e+01
13517   64328        2.688000e+00    2.018000e-01    1.356000e+01    1.798400e+02    1.908400e+02    2.842069e+02
13518   64328        2.264000e+00    1.908000e-01    5.560000e+00    9.377000e+01    3.035600e+02    2.498541e+02
13519   64328        2.588000e+00    9.230000e-02    6.110000e+00    4.910000e+01    1.579500e+02    3.302642e+02
13520   64328        2.614000e+00    7.980000e-02    4.000000e+00    1.235700e+02    1.553400e+02    2.342013e+02
13521   64328        2.776000e+00    6.570000e-02    6.490000e+00    3.428000e+01    3.060900e+02    2.797978e+02
13522   64328        2.991000e+00    5.000000e-02    1.169000e+01    8.888000e+01    7.531000e+01    2.620118e+02
13523   64328        2.572000e+00    1.908000e-01    1.813000e+01    2.299700e+02    3.398800e+02    6.259216e+01
13524   64328        2.684000e+00    1.464000e-01    1.314000e+01    8.668000e+01    6.590000e+00    2.966415e+02
13525   64328        2.597000e+00    2.393000e-01    3.300000e+00    3.742000e+01    3.526800e+02    2.172769e+02
13526   64328        2.932000e+00    2.440000e-02    7.820000e+00    2.486500e+02    3.122900e+02    1.253038e+02
13527   64328        3.167000e+00    1.721000e-01    9.990000e+00    7.711000e+01    1.063000e+01    2.657718e+02
13528   64328        2.457000e+00    9.310000e-02    5.550000e+00    2.610000e+02    1.372800e+02    2.571747e+02
13529   64328        3.037000e+00    2.625000e-01    1.894000e+01    1.371900e+02    1.469400e+02    2.211647e+02
13530   64328        2.300000e+00    1.707000e-01    2.181000e+01    2.479800e+02    1.030000e+01    2.822651e+01
13531   64328        2.607000e+00    7.800000e-02    8.400000e+00    1.759400e+02    1.874600e+02    2.229172e+02
13532   64328        3.058000e+00    1.163000e-01    2.206000e+01    8.830000e+00    3.933000e+01    1.784137e+02
13533   64328        2.386000e+00    1.830000e-01    2.600000e+00    2.910000e+00    3.512600e+02    6.379039e+01
13534   64328        3.060000e+00    1.941000e-01    3.660000e+00    3.372400e+02    2.861800e+02    2.578956e+02
13535   64328        2.622000e+00    1.258000e-01    1.180000e+01    6.100000e-01    1.423500e+02    3.515822e+02
13536   64328        3.087000e+00    6.740000e-02    1.007000e+01    1.555700e+02    3.239500e+02    1.607813e+02
13537   64328        2.801000e+00    1.739000e-01    9.060000e+00    9.621000e+01    7.600000e+00    1.261085e+02
13538   64328        3.116000e+00    2.460000e-02    6.540000e+00    2.866500e+02    1.510000e+00    2.591355e+00
13539   64328        2.611000e+00    1.919000e-01    2.740000e+01    2.813300e+02    2.047200e+02    2.403818e+02
13540   64328        2.225000e+00    9.500000e-02    6.380000e+00    1.270900e+02    3.528400e+02    1.850092e+02
13541   64328        2.664000e+00    1.564000e-01    1.495000e+01    1.224200e+02    1.532100e+02    2.389823e+02
13542   64328        3.176000e+00    4.410000e-02    1.033000e+01    7.517000e+01    2.069200e+02    3.437283e+02
13543   64328        2.686000e+00    1.832000e-01    9.120000e+00    3.003400e+02    3.077500e+02    2.803781e+02
13544   64328        2.275000e+00    1.810000e-01    4.560000e+00    3.077000e+02    6.012000e+01    1.152540e+02
13545   64328        2.568000e+00    2.460000e-01    4.380000e+00    1.395600e+02    1.679100e+02    2.014110e+02
13546   64328        3.147000e+00    2.041000e-01    2.049000e+01    2.449400e+02    2.698100e+02    1.059227e+01
13547   64328        2.778000e+00    4.020000e-02    3.350000e+00    2.433000e+02    2.057800e+02    1.178959e+02
13548   64328        2.710000e+00    3.252000e-01    7.930000e+00    8.605000e+01    2.614300e+02    1.309805e+02
13549   64328        3.210000e+00    3.680000e-02    8.880000e+00    2.243900e+02    2.802000e+01    1.307432e+01
13550   64328        3.078000e+00    4.870000e-02    8.930000e+00    1.501000e+01    2.335100e+02    2.600628e+02
13551   64328        2.690000e+00    1.205000e-01    4.940000e+00    1.012000e+02    2.827700e+02    9.122770e+01
13552   64328        3.075000e+00    2.762000e-01    8.320000e+00    2.690800e+02    1.023700e+02    2.585626e+02
13553   64328        2.699000e+00    7.940000e-02    2.770000e+01    2.995000e+01    2.571600e+02    6.498235e+01
13554   64328        2.684000e+00    1.920000e-01    1.052000e+01    1.125400e+02    1.424400e+02    2.808615e+02
13555   64328        2.803000e+00    1.793000e-01    4.830000e+00    1.170700e+02    2.053400e+02    2.473698e+02
13556   64328        2.572000e+00    1.011000e-01    8.700000e+00    1.961600e+02    6.470000e+00    2.625722e+02
13557   64328        1.883000e+00    5.500000e-02    1.743000e+01    2.634400e+02    1.192700e+02    1.071497e+02
13558   64328        2.587000e+00    3.280000e-02    1.480000e+01    3.581300e+02    2.225400e+02    3.186058e+02
13559   64328        2.604000e+00    1.407000e-01    1.180000e+01    4.660000e+01    1.684900e+02    3.144799e+02
13560   64328        2.187000e+00    8.740000e-02    5.720000e+00    2.222400e+02    3.132100e+02    1.790773e+02
13561   64328        3.024000e+00    3.190000e-02    1.112000e+01    1.834100e+02    1.476000e+01    2.269280e+02
13562   64328        3.977000e+00    2.363000e-01    1.100000e+01    1.697400e+02    1.877900e+02    3.152025e+01
13563   64328        3.169000e+00    9.210000e-02    1.467000e+01    1.896300e+02    2.992600e+02    1.641623e+02
13564   64328        2.251000e+00    1.567000e-01    2.470000e+00    2.254400e+02    7.816000e+01    2.317194e+02
13565   64328        2.838000e+00    7.220000e-02    9.530000e+00    1.445400e+02    2.023100e+02    4.481817e+00
13566   64328        2.682000e+00    2.820000e-01    3.870000e+00    1.413300e+02    3.017800e+02    4.308697e+01
13567   64328        2.753000e+00    7.300000e-02    8.650000e+00    1.267900e+02    3.558800e+02    1.587949e+02
13568   64328        2.380000e+00    2.211000e-01    1.128000e+01    1.897100e+02    2.278300e+02    3.522274e+00
